uid,is_attack,grp,role,access_pattern_sustained,access_pattern_late_q4,access_pattern_peak,access_pattern_trend,access_pattern_volatility,data_behavior_sustained,data_behavior_late_q4,data_behavior_peak,data_behavior_trend,data_behavior_volatility,network_footprint_sustained,network_footprint_late_q4,network_footprint_peak,network_footprint_trend,network_footprint_volatility,risk_posture_sustained,risk_posture_late_q4,risk_posture_peak,risk_posture_trend,risk_posture_volatility,composite_sustained,composite_peak,ctx_normal_ops,ctx_insider_investigation,ctx_apt_hunt,ctx_privilege_audit,ctx_max,ctx_spread,rel_sustained,rel_peak,zdiv_sustained,vel_peak,z_access_pattern_sustained,z_access_pattern_late_q4,z_access_pattern_peak,z_access_pattern_trend,z_access_pattern_volatility,z_data_behavior_sustained,z_data_behavior_late_q4,z_data_behavior_peak,z_data_behavior_trend,z_data_behavior_volatility,z_network_footprint_sustained,z_network_footprint_late_q4,z_network_footprint_peak,z_network_footprint_trend,z_network_footprint_volatility,z_risk_posture_sustained,z_risk_posture_late_q4,z_risk_posture_peak,z_risk_posture_trend,z_risk_posture_volatility,z_composite_sustained,z_composite_peak,z_ctx_normal_ops,z_ctx_insider_investigation,z_ctx_apt_hunt,z_ctx_privilege_audit,z_ctx_max,z_ctx_spread,z_rel_sustained,z_rel_peak,z_zdiv_sustained,z_vel_peak
USR-011,False,executive,CFO,0.0014409133366175486,0.0014698836538526222,0.1631316542625427,0.0002158701419830199,0.019197011065115767,0.043917099067142994,0.030747863981458828,0.1941222548484802,-0.02242261171340942,0.04210692823522675,0.050890147686004604,0.05892649292945857,0.1515856981277465,0.0302989363670349,0.027355836473104418,0.018755342279161667,0.023937106132507265,0.2026629447937011,0.02152134180068969,0.044904471616164544,0.010157690729413674,0.035534381866455,0.010157690729413674,0.014952734538486974,0.015238945824759303,0.007550983769553001,0.015238945824759303,0.007687962055206302,0.0053624340466090084,0.0192217230796813,0.07591870682580128,0.0292115211486816,-0.7620666980407611,-0.7769442564024694,0.2607185947224278,-0.2911722142378955,-0.3745769154563567,0.29020893375944795,-0.5654418043142116,1.450590060370555,-2.5854393909580304,1.7850663464714258,-0.2464165624372061,0.024104659710773555,-1.051085656484772,0.2514973768144056,-0.2637264343349049,0.20949481360405695,0.13867527059540155,-0.3087394575135472,0.31543644442537927,0.22155873465782075,-0.31583209215356295,-0.7061453855756983,-0.31583209215356295,0.11195817139311959,-0.28664831372228106,-0.3177634210730162,-0.5735606888209558,-0.3819307337814923,-0.24347616270080547,-0.531218272024046,-0.07424258421184911,-0.5230319890200992
USR-012,False,business,Account Manager,0.07656697375433781,0.07873665955331585,0.1131525039672851,0.007258695363998438,0.03178125674760326,0.10056834561484199,0.10236746072769161,0.2048892378807068,0.04075153470039368,0.04512189223868086,0.03018065861293242,0.03312107589509746,0.1064692139625549,0.022124475240707365,0.015915984401607845,0.004941884108952059,0.004994508292939872,0.1745522022247314,0.0015787363052368105,0.020240214880389396,0.018214191709245906,0.0407553315162658,0.018214191709245906,0.030905875137874007,0.011884294237409283,0.011582509108952069,0.030905875137874007,0.019323366028921936,0.009030219486781484,0.0180209875106811,0.11212360688618246,0.0225171446800231,1.4267183932854257,1.3967913472097824,-0.364189944561879,-0.01943039679196781,-0.15517796720876173,3.377260933001607,3.2018320400194535,1.5534906728462021,2.133750978623203,1.3963827074538258,-1.5742642622281087,-1.5837273634897158,-1.9057043668342653,-0.0577071081781289,-1.1438184717254993,-1.462342030485609,-1.512257754208542,-0.6876755124704387,-0.6283777136490578,-1.256284326436645,1.3939166820405409,-0.47441634431451046,1.3939166820405409,2.926557532744966,-1.2941937327491495,0.06836054640601909,2.9251748973945277,3.5164270866823264,1.2471139131969873,-0.8407546771284896,1.3283744785363383,-0.9103575973463383
USR-013,False,executive,COO,0.0008704696382794513,0.0008403824435339501,0.0019187331199645,0.00014647245407104024,0.0005959022997602676,0.02922519615718292,0.029087040159437347,0.0963824391365051,-0.0009125173091888289,0.014358584510583122,0.03825598955154416,0.04181426432397628,0.1784939169883728,0.029284328222274798,0.01992597765785351,0.01574603489467071,0.018331017759111137,0.266908586025238,0.027150356769561762,0.03631619648981315,0.007525755677904363,0.0486109852790832,0.007525755677904363,0.010459048407418339,0.012053528853825117,0.006182343619210335,0.012053528853825117,0.005871185234614783,0.004228435243878994,0.0260178446769714,0.046322153295789405,0.0427310466766357,-0.7883993048858368,-0.803417652248392,-1.2579456158185887,-0.29636544564094813,-1.0792337077410044,-0.6688256150925704,-0.6719295595658036,-0.8619660281011406,-0.7919464427657258,-0.8916333291338224,-1.0116733637988558,-1.043253832066514,0.006924188075522747,0.18039487273732996,-0.9178175183264302,-0.10458017810925362,-0.2935970331145649,0.5019733790466748,0.614872013001794,-0.28992988983576645,-1.072976768962402,0.015411694978882336,-1.072976768962402,-0.8484030384763047,-1.028943144448343,-0.6559629810103065,-1.3123674753979444,-0.8959688906528841,-0.9825822033513728,0.2168625588894639,-1.49854193429495,0.3029247440713086
USR-014,False,executive,COO,0.0161507095609392,0.01599766810735063,0.1891800165176391,0.0004898011684417933,0.040738693176323976,0.01854621682848245,0.018466369973288592,0.0312532782554626,0.004043442010879512,0.005421388551480326,0.03788904803139819,0.04626615179909596,0.1956183314323425,0.03948307633399965,0.024942372540731516,0.019864940643310507,0.020645734336641054,0.2688000798225403,0.032427126169204706,0.054605803892255646,0.007690198080880249,0.0344247221946716,0.007690198080880249,0.00816213403429299,0.012199650491986907,0.007977117810930487,0.012199650491986907,0.004509452411106658,0.004324197769164985,0.0177026987075805,0.05255748374121526,0.0265851616859436,-0.08303863291405356,-0.16598468667106914,0.5061003868247885,-0.2706731565361393,0.44147619236543645,-1.3659109542392964,-1.3528996374238638,-2.4029433302923713,-0.37872286852021014,-1.753745668592318,-1.033899181380462,-0.7655717130067203,0.6802425952838677,0.8951107292382079,-0.4761968565803281,0.3253012276716914,-0.115114675941455,0.5258420535956694,0.8955698711823556,0.7993372790861203,-1.0256706281883556,-0.7673755665268126,-1.0256706281883556,-1.3392845557879192,-0.9948925514947584,-0.21246302839340517,-1.2784768862145708,-1.2812570684927398,-0.9201670925625126,-0.6984243760043147,-1.1984739857762883,-0.6834857917280005
USR-015,False,admin,SysAdmin,0.017147311142512684,0.01821938488218515,0.1716823577880859,-0.001628577709198012,0.047782749328356286,0.01985510076795301,0.02104203568564516,0.0879718661308288,0.009647279977798472,0.010195602281304445,0.03368049349103651,0.03456471694840321,0.1519206762313842,0.020137715339660647,0.016999063044667737,0.027016183308192623,0.03361944688691029,0.2545158267021179,0.011652779579162591,0.051769946681200586,0.008594143390655467,0.0457973480224609,0.008594143390655467,0.009041823659624321,0.01269773585455754,0.010440637384142144,0.01269773585455754,0.004103592463902073,0.004718618733542257,0.0248509645462036,0.0606319631849016,0.0405552387237548,-0.47348540162710545,-0.4882663361324751,0.577096613995257,-0.706878191721775,0.7846497496849419,-1.1736500017147868,-1.1677737069539822,-0.7225280812922243,-0.7213878157844622,-1.0418556384501034,-1.8297516495712633,-1.922512583854313,-0.15413250531149447,-0.2935868451415819,-0.9016000916782569,0.2228381887880974,0.4957299539600138,1.3142464560242526,-0.029699907200659344,1.1700137692247923,-1.1943066158304807,0.30923355914953127,-1.1943066158304807,-1.2197017762345466,-1.353799747276495,-0.2016942205215661,-1.477657425373161,-1.4094641143410203,-1.0870945971965875,0.601435448206798,-1.2309145542504114,0.7478027996968173
USR-016,False,admin,Cloud Architect,0.0009746108736310171,0.0009418692853715113,0.0023385882377624,-0.00011224746704102976,0.00029725343240516146,0.02146690573011121,0.021357102526558723,0.0374205112457275,0.008201086521148688,0.00635897063276748,0.04117560046059741,0.04664650890562264,0.1899197101593017,0.042149668931961065,0.03192376849881203,0.02565902812140325,0.020762142207887396,0.1618409752845764,0.0007110476493835502,0.040222446128280444,0.00748213188988817,0.0193483829498291,0.00748213188988817,0.008818261963980483,0.012944083554404072,0.008167455877576503,0.012944083554404072,0.005461951664515902,0.003969093731471426,0.0097883343696594,0.05964971951075958,0.0160502195358276,-1.2329821489157164,-1.3029639910524038,-2.024950641565082,-0.602333961341262,-1.6889151457236369,-1.0773489714136304,-1.150016091272653,-1.788698789719776,-0.8508434875995657,-1.4209010628655783,-1.2503568948613697,-1.0427889381626245,0.8851497382131143,1.6673806584148927,0.18267444139262537,0.12853707760272182,-0.3414504664829113,-0.14111122848556443,-0.5617559588197081,0.32258118956609744,-1.5408108464323491,-1.6244266962918172,-1.5408108464323491,-1.2659801341885986,-1.2879347014989364,-0.7397401289442262,-1.4148147737722536,-0.9040759472612304,-1.6322054143162974,-1.5555137498600493,-1.2888838380876766,-1.0875620523840597
USR-017,False,executive,VP Sales,0.0010899100984845228,0.001128027836481661,0.002916395664215,0.00016674995422360974,0.00047294668906496125,0.019646590096609875,0.019311146603690196,0.1055273413658142,-0.0020172297954559396,0.015484940114168804,0.07309749467032292,0.07230773899290292,0.1747925877571106,0.010087788105011,0.029546507206933383,0.00814730269568302,0.011483361323674467,0.2556151151657104,-7.573366165162122e-05,0.03728474760423057,0.008378621510096912,0.034756064414978,0.008378621510096912,0.008260364191872682,0.01799420799527845,0.004989462239401632,0.01799420799527845,0.01300474575587682,0.004331498486655046,0.0172492861747741,0.07445971795490806,0.0236172080039978,-0.7782695771295004,-0.7913208520740035,-1.2485473964363434,-0.29484802115987185,-1.0838915755766747,-1.2940825473110156,-1.2987347309071826,-0.6455946427571424,-0.8840564082855095,-0.7829812341240446,1.0986927150535237,0.8587467712474895,-0.1386091445065304,-1.1648752978231687,-0.07086971517121665,-0.8976436467094976,-0.8216037331886503,0.3594615818316532,-0.8334204348715207,-0.2322462607045743,-0.8276276960411606,-0.7490923535544078,-0.8276276960411606,-1.3182914489648436,0.35540793358641404,-0.9507314470732695,0.06547853554200432,1.1223980659918842,-0.9154087062352991,-0.7483336101804159,-0.14445470869061597,-0.8648088213001438
USR-018,False,security,SOC Operator,0.017660733631678933,0.017708867788314764,0.0776606798171997,0.0008788347244262674,0.014665572301945698,0.03144591024943756,0.040382686588499236,0.1224172115325927,0.01123988032341005,0.029635966861683054,0.04618024996348785,0.046150671111212786,0.199725866317749,0.008646976947784428,0.019939981484885558,0.021597926957266627,0.02916865878634979,0.1992871165275573,0.0011037528514862179,0.027876341741577104,0.009801835673195926,0.0399735569953918,0.009801835673195926,0.012111694472176634,0.014547201565333725,0.009187851633344329,0.014547201565333725,0.0053593499319893965,0.00480033159255976,0.0164628028869628,0.05763297932488574,0.0328474044799804,-0.7131058672793446,-0.6263913442507819,-1.2172170277337282,-0.4549229953126131,-1.0881218810187596,-0.6425830821671877,-0.08350378935569978,-0.019308789633247284,-0.48455810763455065,0.8939510223248183,-0.731012482015553,-0.9428230105590133,1.062724363404498,-1.3631711530634179,-1.1539497220163322,0.16173825675205294,0.3867592422578086,0.08115640564541664,-0.8668010568040306,-0.4483019877979415,-0.9000140985873936,-0.3263799256000438,-0.9000140985873936,-0.7210317108828604,-0.6815256491099831,-0.3084135833304183,-0.9666573668725722,-0.9453221208516089,-1.1590525811674008,-0.8671641077226216,-1.5464725507021306,-0.06204967580685895
USR-019,False,business,Accountant,0.03269350188119066,0.0015396177768706779,0.2775295376777649,0.00047991871833799995,0.07051542224791672,0.02438699007034297,0.03153180744912884,0.1076060533523559,0.007751214504241939,0.02094644648574592,0.048552107810974084,0.052179512050416696,0.2107277512550354,0.005904734134674086,0.044075402637820726,0.01613248756953643,0.02764037251472469,0.2611867785453796,0.02625953555107117,0.03669202200914322,0.010255564962114558,0.0440244674682617,0.010255564962114558,0.010245394706726021,0.014956969874245735,0.009455393041883146,0.014956969874245735,0.00550157683236259,0.005769700663430295,0.0228832960128784,0.08766888550349641,0.0404734015464782,-0.04688620316704383,-1.0646459693450383,1.258520565172595,-0.339513886301418,1.1751603777108843,-0.9358576451442556,-0.5697469310918606,-0.5135282960879812,-0.5866112950268296,-0.3949929725363549,-0.3799575359434801,-0.3476490174000429,1.532536468125269,-1.3283625554858003,1.228508369269492,-0.42736080709754254,0.16159163966186033,0.6563178827047768,0.5565127271919698,-0.19875909795866464,-0.6688922095223879,-0.29739785233561017,-0.6688922095223879,-0.9808170120819608,-0.5592477163808112,-0.45424150356058657,-0.8254382934517093,-0.6811099490437004,-0.5866467742579526,-0.3210316625069631,0.11495016076359074,0.05395548328134825
USR-020,False,admin,SysAdmin,0.001043539387839134,0.0009586744838290222,0.0026774406433105,0.00016150474548339998,0.00042065399854876115,0.033929424626486605,0.03360296289126073,0.1485615372657776,0.01824171543121339,0.031996255507244796,0.06298033169337676,0.05382510026295975,0.1757909059524536,0.0191551089286804,0.04966904171699347,0.02019662005560734,0.018145292997360184,0.1666999459266662,0.013466602563858053,0.045939758232541164,0.00895091295242305,0.0302807092666625,0.00895091295242305,0.0114721536636352,0.016710805892944273,0.007456559794289671,0.016710805892944273,0.009254246098654603,0.0045179554394312715,0.0134766101837158,0.08093559571674888,0.018885850906372,-1.229745151910508,-1.3021715648672223,-2.0197440138028813,-0.5834599630672328,-1.6824870922153576,-0.3327468402341963,-0.4598219679778472,0.5553591829397295,0.04794108027539843,1.1119705850582893,0.4352157000913991,-0.5200869596673039,0.49872372111311214,-0.3811237933110765,1.4718622174579905,-0.2510150586353692,-0.5118419269792334,-0.06480638251486444,0.05849961201315439,0.74215567003688,-1.0831367561508443,-0.8251740661671569,-1.0831367561508443,-0.7166116491527169,-0.28084050328291904,-0.9080041799324177,-0.45393379235574166,0.5068768642117308,-1.233032000107178,-1.027357414204499,-0.03265075459370282,-0.8751803312744855
